holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,is_holiday
,274.99,0.0,0.0,1,Clear,sky is clear,2012-10-06 08:00:00,3342,False
,275.09,0.0,0.0,40,Clouds,scattered clouds,2012-10-06 09:00:00,4258,False
,276.88,0.0,0.0,20,Clouds,few clouds,2012-10-06 10:00:00,4861,False
,278.04,0.0,0.0,20,Clouds,few clouds,2012-10-06 11:00:00,5191,False
,279.08,0.0,0.0,40,Clouds,scattered clouds,2012-10-06 12:00:00,5669,False
,280.12,0.0,0.0,75,Clouds,broken clouds,2012-10-06 13:00:00,5074,False
,280.25,0.0,0.0,75,Clouds,broken clouds,2012-10-06 14:00:00,5025,False
,280.0,0.0,0.0,75,Clouds,broken clouds,2012-10-06 15:00:00,5153,False
,279.06,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 16:00:00,5024,False
,278.91,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 17:00:00,4779,False
,278.39,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 18:00:00,4362,False
,278.16,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 19:00:00,3860,False
,278.16,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 20:00:00,3160,False
,277.93,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 21:00:00,2992,False
,276.9,0.0,0.0,90,Clouds,overcast clouds,2012-10-06 22:00:00,3202,False
,276.34,0.0,0.0,75,Clouds,broken clouds,2012-10-06 23:00:00,1941,False
,276.11,0.0,0.0,75,Clouds,broken clouds,2012-10-07 00:00:00,1233,False
,275.73,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 03:00:00,323,False
,275.65,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 04:00:00,312,False
,275.51,0.0,0.0,75,Clouds,broken clouds,2012-10-07 05:00:00,627,False
,275.05,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 06:00:00,1508,False
,274.77,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 07:00:00,1539,False
,274.77,0.0,0.0,75,Clouds,broken clouds,2012-10-07 08:00:00,2232,False
,275.55,0.0,0.0,75,Clouds,broken clouds,2012-10-07 09:00:00,4568,False
,276.24,0.0,0.0,75,Clouds,broken clouds,2012-10-07 10:00:00,4624,False
,277.01,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 11:00:00,4529,False
,277.43,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 12:00:00,5139,False
,278.45,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 13:00:00,6640,False
,279.27,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 14:00:00,6589,False
,279.27,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 15:00:00,4429,False
,279.44,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 16:00:00,4329,False
,279.32,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 17:00:00,3833,False
,279.27,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 18:00:00,4015,False
,278.11,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 19:00:00,3382,False
,276.79,0.0,0.0,75,Clouds,broken clouds,2012-10-07 20:00:00,2815,False
,275.73,0.0,0.0,90,Clouds,overcast clouds,2012-10-07 21:00:00,2110,False
,274.88,0.0,0.0,75,Clouds,broken clouds,2012-10-07 22:00:00,1555,False
,273.92,0.0,0.0,20,Clouds,few clouds,2012-10-07 23:00:00,959,False
Columbus Day,273.08,0.0,0.0,20,Clouds,few clouds,2012-10-08 00:00:00,455,True
,272.62,0.0,0.0,20,Clouds,few clouds,2012-10-08 01:00:00,336,False
,271.78,0.0,0.0,1,Clear,sky is clear,2012-10-08 02:00:00,265,False
,271.05,0.0,0.0,1,Clear,sky is clear,2012-10-08 03:00:00,314,False
,270.63,0.0,0.0,1,Clear,sky is clear,2012-10-08 04:00:00,779,False
,270.33,0.0,0.0,1,Clear,sky is clear,2012-10-08 05:00:00,2571,False
,269.61,0.0,0.0,20,Clouds,few clouds,2012-10-08 06:00:00,5563,False
,270.01,0.0,0.0,20,Clouds,few clouds,2012-10-08 07:00:00,6676,False
,271.23,0.0,0.0,20,Clouds,few clouds,2012-10-08 08:00:00,5966,False
,273.71,0.0,0.0,20,Clouds,few clouds,2012-10-08 09:00:00,4832,False
,276.77,0.0,0.0,20,Clouds,few clouds,2012-10-08 10:00:00,4395,False
,279.47,0.0,0.0,20,Clouds,few clouds,2012-10-08 11:00:00,4411,False
,279.84,0.0,0.0,1,Clear,sky is clear,2012-10-08 12:00:00,4648,False
,282.34,0.0,0.0,40,Clouds,scattered clouds,2012-10-08 13:00:00,4602,False
,282.94,0.0,0.0,40,Clouds,scattered clouds,2012-10-08 14:00:00,5125,False
,283.48,0.0,0.0,1,Clear,sky is clear,2012-10-08 15:00:00,5502,False
,284.33,0.0,0.0,1,Clear,sky is clear,2012-10-08 16:00:00,5979,False
,284.48,0.0,0.0,40,Clouds,scattered clouds,2012-10-08 17:00:00,5663,False
,284.23,0.0,0.0,40,Clouds,scattered clouds,2012-10-08 18:00:00,4259,False
,281.99,0.0,0.0,20,Clouds,few clouds,2012-10-08 19:00:00,3069,False
,279.81,0.0,0.0,1,Clear,sky is clear,2012-10-08 20:00:00,2378,False
,279.35,0.0,0.0,1,Clear,sky is clear,2012-10-08 21:00:00,2030,False
,278.9,0.0,0.0,1,Clear,sky is clear,2012-10-08 22:00:00,1400,False
,278.46,0.0,0.0,1,Clear,sky is clear,2012-10-08 23:00:00,917,False
,277.78,0.0,0.0,1,Clear,sky is clear,2012-10-09 00:00:00,515,False
,277.27,0.0,0.0,1,Clear,sky is clear,2012-10-09 01:00:00,302,False
,277.47,0.0,0.0,1,Clear,sky is clear,2012-10-09 02:00:00,251,False
,276.97,0.0,0.0,20,Clouds,few clouds,2012-10-09 04:00:00,798,False
,276.52,0.0,0.0,40,Clouds,scattered clouds,2012-10-09 05:00:00,2678,False
,276.6,0.0,0.0,40,Clouds,scattered clouds,2012-10-09 06:00:00,5733,False
,277.31,0.0,0.0,75,Clouds,broken clouds,2012-10-09 07:00:00,6449,False
,278.38,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 08:00:00,5765,False
,279.35,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 09:00:00,5599,False
,281.37,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 10:00:00,4534,False
,283.11,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 11:00:00,4691,False
,284.08,0.0,0.0,75,Clouds,broken clouds,2012-10-09 12:00:00,5067,False
,285.14,0.0,0.0,75,Clouds,broken clouds,2012-10-09 13:00:00,5030,False
,286.35,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 14:00:00,5300,False
,287.23,0.0,0.0,100,Rain,light rain,2012-10-09 15:00:00,5777,False
,288.53,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 16:00:00,6349,False
,290.37,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 17:00:00,6127,False
,290.13,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 18:00:00,4460,False
,288.86,0.0,0.0,75,Clouds,broken clouds,2012-10-09 19:00:00,3418,False
,287.36,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 20:00:00,2775,False
,285.11,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 21:00:00,2306,False
,283.46,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 22:00:00,1846,False
,282.45,0.0,0.0,90,Clouds,overcast clouds,2012-10-09 23:00:00,947,False
,281.88,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 00:00:00,494,False
,281.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 01:00:00,332,False
,281.09,0.0,0.0,75,Clouds,broken clouds,2012-10-10 02:00:00,261,False
,281.17,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 03:00:00,361,False
,281.25,0.0,0.0,92,Clear,sky is clear,2012-10-10 06:00:00,5875,False
,281.25,0.0,0.0,99,Rain,light rain,2012-10-10 07:00:00,6793,False
,280.1,0.0,0.0,99,Rain,light rain,2012-10-10 08:00:00,6283,False
,279.61,0.0,0.0,99,Rain,light rain,2012-10-10 09:00:00,5680,False
,279.67,0.0,0.0,99,Clear,sky is clear,2012-10-10 10:00:00,4632,False
,280.19,0.0,0.0,1,Clear,sky is clear,2012-10-10 11:00:00,4887,False
,282.09,0.0,0.0,75,Clouds,broken clouds,2012-10-10 12:00:00,5030,False
,282.26,0.0,0.0,75,Clouds,broken clouds,2012-10-10 13:00:00,5067,False
,282.05,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 14:00:00,5227,False
,281.59,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 15:00:00,5610,False
,281.23,0.0,0.0,81,Clear,sky is clear,2012-10-10 16:00:00,6286,False
,282.6,0.0,0.0,81,Clear,sky is clear,2012-10-10 18:00:00,4775,False
,282.6,0.0,0.0,81,Clear,sky is clear,2012-10-10 19:00:00,3340,False
,282.6,0.0,0.0,81,Clear,sky is clear,2012-10-10 20:00:00,3013,False
,282.6,0.0,0.0,81,Clear,sky is clear,2012-10-10 21:00:00,2603,False
,282.6,0.0,0.0,81,Clear,sky is clear,2012-10-10 22:00:00,1910,False
,282.6,0.0,0.0,81,Clear,sky is clear,2012-10-10 23:00:00,1037,False
,273.9,0.0,0.0,1,Clear,sky is clear,2012-10-11 01:00:00,347,False
,274.4,0.0,0.0,75,Clouds,broken clouds,2012-10-11 03:00:00,350,False
,274.05,0.0,0.0,75,Clouds,broken clouds,2012-10-11 04:00:00,850,False
,273.71,0.0,0.0,40,Clouds,scattered clouds,2012-10-11 05:00:00,2791,False
,272.66,0.0,0.0,1,Clear,sky is clear,2012-10-11 06:00:00,5809,False
,272.65,0.0,0.0,1,Clear,sky is clear,2012-10-11 07:00:00,6798,False
,272.52,0.0,0.0,1,Clear,sky is clear,2012-10-11 08:00:00,6304,False
,275.19,0.0,0.0,20,Clouds,few clouds,2012-10-11 09:00:00,5291,False
,275.34,0.0,0.0,1,Clear,sky is clear,2012-10-11 10:00:00,4638,False
,284.1,0.0,0.0,50,Clear,sky is clear,2012-10-11 14:00:00,5557,False
,284.1,0.0,0.0,50,Clear,sky is clear,2012-10-11 15:00:00,5818,False
,283.78,0.0,0.0,75,Clouds,broken clouds,2012-10-11 16:00:00,6272,False
,283.52,0.0,0.0,75,Clouds,broken clouds,2012-10-11 17:00:00,5944,False
,283.32,0.0,0.0,90,Clouds,overcast clouds,2012-10-11 18:00:00,4949,False
,282.06,0.0,0.0,90,Clouds,overcast clouds,2012-10-11 19:00:00,3511,False
,281.95,0.0,0.0,90,Clouds,overcast clouds,2012-10-11 20:00:00,3039,False
,281.81,0.0,0.0,90,Clouds,overcast clouds,2012-10-11 21:00:00,2679,False
,282.16,0.0,0.0,90,Clouds,overcast clouds,2012-10-11 22:00:00,2094,False
,282.53,0.0,0.0,90,Clouds,overcast clouds,2012-10-11 23:00:00,1284,False
,283.91,0.0,0.0,90,Clouds,overcast clouds,2012-10-12 00:00:00,630,False
,284.64,0.0,0.0,90,Clouds,overcast clouds,2012-10-12 01:00:00,410,False
,284.61,0.0,0.0,90,Clouds,overcast clouds,2012-10-12 02:00:00,331,False
,283.18,0.0,0.0,72,Drizzle,light intensity drizzle,2012-10-12 03:00:00,372,False
,282.26,0.0,0.0,72,Rain,light rain,2012-10-12 04:00:00,739,False
,280.77,0.0,0.0,72,Drizzle,light intensity drizzle,2012-10-12 05:00:00,2561,False
,278.53,0.0,0.0,75,Clouds,broken clouds,2012-10-12 06:00:00,5586,False
,277.64,0.0,0.0,75,Clouds,broken clouds,2012-10-12 07:00:00,6992,False
,277.9,0.0,0.0,90,Clouds,overcast clouds,2012-10-12 08:00:00,5860,False
,278.18,0.0,0.0,90,Clouds,overcast clouds,2012-10-12 09:00:00,5230,False
,279.29,0.0,0.0,75,Clouds,broken clouds,2012-10-12 10:00:00,4864,False
,280.45,0.0,0.0,75,Clouds,broken clouds,2012-10-12 11:00:00,5146,False
,280.95,0.0,0.0,40,Clouds,scattered clouds,2012-10-12 12:00:00,5526,False
,281.74,0.0,0.0,40,Clouds,scattered clouds,2012-10-12 13:00:00,5383,False
,281.84,0.0,0.0,75,Clouds,broken clouds,2012-10-12 14:00:00,5758,False
,282.45,0.0,0.0,75,Clouds,broken clouds,2012-10-12 15:00:00,5889,False
,282.2,0.0,0.0,75,Clouds,broken clouds,2012-10-12 16:00:00,6057,False
,281.54,0.0,0.0,40,Clouds,scattered clouds,2012-10-12 17:00:00,6028,False
,280.21,0.0,0.0,20,Clouds,few clouds,2012-10-12 18:00:00,5257,False
,282.2,0.0,0.0,56,Clear,sky is clear,2012-10-12 23:00:00,1897,False
,272.58,0.0,0.0,1,Clear,sky is clear,2012-10-13 00:00:00,1335,False
,272.06,0.0,0.0,1,Clear,sky is clear,2012-10-13 01:00:00,769,False
,270.99,0.0,0.0,1,Clear,sky is clear,2012-10-13 02:00:00,570,False
,270.29,0.0,0.0,20,Clouds,few clouds,2012-10-13 03:00:00,413,False
,269.48,0.0,0.0,1,Clear,sky is clear,2012-10-13 04:00:00,399,False
,269.27,0.0,0.0,1,Clear,sky is clear,2012-10-13 05:00:00,740,False
,268.91,0.0,0.0,1,Clear,sky is clear,2012-10-13 06:00:00,1420,False
,268.98,0.0,0.0,75,Clouds,broken clouds,2012-10-13 07:00:00,2220,False
,269.23,0.0,0.0,40,Clouds,scattered clouds,2012-10-13 08:00:00,3479,False
,272.61,0.0,0.0,40,Clouds,scattered clouds,2012-10-13 09:00:00,4546,False
,276.78,0.0,0.0,20,Clouds,few clouds,2012-10-13 10:00:00,4579,False
,279.22,0.0,0.0,1,Clear,sky is clear,2012-10-13 11:00:00,4438,False
,280.35,0.0,0.0,1,Clear,sky is clear,2012-10-13 12:00:00,4623,False
,281.81,0.0,0.0,1,Clear,sky is clear,2012-10-13 13:00:00,4440,False
,283.05,0.0,0.0,1,Clear,sky is clear,2012-10-13 14:00:00,4495,False
,283.96,0.0,0.0,1,Clear,sky is clear,2012-10-13 15:00:00,4483,False
,284.53,0.0,0.0,1,Clear,sky is clear,2012-10-13 16:00:00,4591,False
,284.44,0.0,0.0,1,Clear,sky is clear,2012-10-13 17:00:00,4477,False
,283.64,0.0,0.0,1,Clear,sky is clear,2012-10-13 18:00:00,4221,False
,281.85,0.0,0.0,20,Clouds,few clouds,2012-10-13 19:00:00,3672,False
,281.38,0.0,0.0,1,Clear,sky is clear,2012-10-13 20:00:00,3015,False
,281.84,0.0,0.0,75,Clouds,broken clouds,2012-10-13 21:00:00,2769,False
,282.23,0.0,0.0,90,Clouds,overcast clouds,2012-10-13 22:00:00,2875,False
,282.18,0.0,0.0,90,Clouds,overcast clouds,2012-10-13 23:00:00,1931,False
,282.49,0.0,0.0,90,Clouds,overcast clouds,2012-10-14 00:00:00,1309,False
,282.54,0.0,0.0,90,Clouds,overcast clouds,2012-10-14 01:00:00,870,False
,282.58,0.0,0.0,90,Clouds,overcast clouds,2012-10-14 02:00:00,654,False
,282.23,0.0,0.0,90,Clouds,overcast clouds,2012-10-14 03:00:00,364,False
,282.08,0.0,0.0,90,Clouds,overcast clouds,2012-10-14 04:00:00,262,False
,282.23,0.0,0.0,90,Clouds,overcast clouds,2012-10-14 05:00:00,505,False
,282.24,0.0,0.0,90,Clouds,overcast clouds,2012-10-14 06:00:00,861,False
,282.24,0.0,0.0,90,Clouds,overcast clouds,2012-10-14 07:00:00,1132,False
,282.24,0.0,0.0,57,Mist,mist,2012-10-14 08:00:00,1797,False
,282.43,0.0,0.0,57,Drizzle,light intensity drizzle,2012-10-14 09:00:00,2685,False
,282.33,0.0,0.0,57,Drizzle,light intensity drizzle,2012-10-14 10:00:00,3370,False
,282.82,0.0,0.0,57,Drizzle,light intensity drizzle,2012-10-14 11:00:00,3662,False
,283.33,0.0,0.0,57,Mist,mist,2012-10-14 12:00:00,4076,False
,283.75,0.0,0.0,93,Mist,mist,2012-10-14 13:00:00,4128,False
,284.09,0.0,0.0,93,Mist,mist,2012-10-14 14:00:00,4358,False
,284.55,0.0,0.0,93,Mist,mist,2012-10-14 15:00:00,4342,False
,284.68,0.0,0.0,93,Mist,mist,2012-10-14 16:00:00,4234,False
,284.64,0.0,0.0,93,Rain,light rain,2012-10-14 17:00:00,4271,False
,284.4,0.0,0.0,93,Mist,mist,2012-10-14 18:00:00,4080,False
,284.17,0.0,0.0,93,Mist,mist,2012-10-14 19:00:00,3453,False
,284.03,0.0,0.0,93,Mist,mist,2012-10-14 20:00:00,2718,False
,283.58,0.0,0.0,93,Mist,mist,2012-10-14 21:00:00,2439,False
,283.04,0.0,0.0,93,Mist,mist,2012-10-14 22:00:00,1819,False
,281.95,0.0,0.0,93,Mist,mist,2012-10-14 23:00:00,1002,False
,281.61,0.0,0.0,93,Mist,mist,2012-10-15 00:00:00,542,False
,281.57,0.0,0.0,85,Fog,fog,2012-10-15 01:00:00,303,False
,281.42,0.0,0.0,85,Fog,fog,2012-10-15 02:00:00,239,False
,281.29,0.0,0.0,85,Mist,mist,2012-10-15 03:00:00,335,False
,281.02,0.0,0.0,85,Fog,fog,2012-10-15 04:00:00,810,False
,280.82,0.0,0.0,85,Mist,mist,2012-10-15 05:00:00,2606,False
,280.39,0.0,0.0,85,Mist,mist,2012-10-15 06:00:00,5714,False
,280.19,0.0,0.0,100,Mist,mist,2012-10-15 07:00:00,6798,False
,279.82,0.0,0.0,100,Mist,mist,2012-10-15 08:00:00,6114,False
,279.75,0.0,0.0,100,Mist,mist,2012-10-15 09:00:00,5094,False
,280.07,0.0,0.0,100,Mist,mist,2012-10-15 10:00:00,4473,False
,280.32,0.0,0.0,90,Clouds,overcast clouds,2012-10-15 11:00:00,4529,False
,281.72,0.0,0.0,100,Clear,sky is clear,2012-10-15 12:00:00,4823,False
,284.01,0.0,0.0,40,Clouds,scattered clouds,2012-10-15 13:00:00,4872,False
,285.88,0.0,0.0,1,Clear,sky is clear,2012-10-15 14:00:00,5238,False
,286.87,0.0,0.0,1,Clear,sky is clear,2012-10-15 15:00:00,5584,False
,287.6,0.0,0.0,20,Clouds,few clouds,2012-10-15 16:00:00,6246,False
,287.27,0.0,0.0,20,Clouds,few clouds,2012-10-15 17:00:00,5957,False
,286.18,0.0,0.0,20,Clouds,few clouds,2012-10-15 18:00:00,4535,False
,285.2,0.0,0.0,75,Clouds,broken clouds,2012-10-15 19:00:00,3234,False
,284.68,0.0,0.0,75,Clouds,broken clouds,2012-10-15 20:00:00,2677,False
,284.49,0.0,0.0,90,Clouds,overcast clouds,2012-10-15 21:00:00,2077,False
,283.54,0.0,0.0,20,Clouds,few clouds,2012-10-15 22:00:00,1380,False
,282.33,0.0,0.0,75,Clouds,broken clouds,2012-10-15 23:00:00,927,False
,281.21,0.0,0.0,20,Clouds,few clouds,2012-10-16 00:00:00,500,False
,279.87,0.0,0.0,1,Clear,sky is clear,2012-10-16 01:00:00,324,False
,278.93,0.0,0.0,1,Clear,sky is clear,2012-10-16 02:00:00,257,False
,277.91,0.0,0.0,1,Clear,sky is clear,2012-10-16 03:00:00,354,False
,277.21,0.0,0.0,1,Clear,sky is clear,2012-10-16 04:00:00,769,False
,276.61,0.0,0.0,1,Clear,sky is clear,2012-10-16 05:00:00,2769,False
,276.11,0.0,0.0,1,Clear,sky is clear,2012-10-16 06:00:00,5789,False
,274.81,0.0,0.0,20,Clouds,few clouds,2012-10-16 07:00:00,7055,False
,274.99,0.0,0.0,20,Clouds,few clouds,2012-10-16 08:00:00,6408,False
,277.91,0.0,0.0,20,Clouds,few clouds,2012-10-16 09:00:00,5254,False
,280.71,0.0,0.0,20,Clouds,few clouds,2012-10-16 10:00:00,4547,False
,283.85,0.0,0.0,20,Clouds,few clouds,2012-10-16 11:00:00,4784,False
,286.01,0.0,0.0,40,Clouds,scattered clouds,2012-10-16 12:00:00,5015,False
,286.31,0.0,0.0,1,Clear,sky is clear,2012-10-16 13:00:00,5057,False
,288.15,0.0,0.0,75,Clouds,broken clouds,2012-10-16 14:00:00,5430,False
